publisher	publisherLabel	doi
http://www.wikidata.org/entity/Q30297577	Research Institute of Agricultural and Food Economics	10.7896
http://www.wikidata.org/entity/Q1545010	Project Management Institute	10.29168
http://www.wikidata.org/entity/Q21546204	Q21546204	10.5557
http://www.wikidata.org/entity/Q1583495	Instituto de Astrofísica de Canarias	10.26698
http://www.wikidata.org/entity/Q4745309	American University in Cairo Press	10.5743
http://www.wikidata.org/entity/Q7835180	Transportation Research Board	10.3141
http://www.wikidata.org/entity/Q18537216	Henri Coanda Air Force Academy	10.19062
http://www.wikidata.org/entity/Q11508927	Japanese Society of Nephrology; JSN	10.7221
http://www.wikidata.org/entity/Q10279304	Q10279304	10.20951
http://www.wikidata.org/entity/Q636060	University of Agronomic Sciences and Veterinary Medicine of Bucharest	10.17930
http://www.wikidata.org/entity/Q4345485	Institute of Electronics, Information and Communication Engineers	10.15248
http://www.wikidata.org/entity/Q4325461	Novosibirsk State Pedagogical University	10.15293
http://www.wikidata.org/entity/Q1973888	University of West Bohemia	10.24132
http://www.wikidata.org/entity/Q2495713	Universidad San Francisco de Quito	10.18272
http://www.wikidata.org/entity/Q4391074	Pacific Affairs	10.5509
http://www.wikidata.org/entity/Q4891646	Berghahn Books	10.3167
http://www.wikidata.org/entity/Q27726029	The Journal of privacy and confidentiality	10.29012
http://www.wikidata.org/entity/Q8366704	Croatian Natural History Museum	10.20302
http://www.wikidata.org/entity/Q6852096	Military Operations Research Society	10.5711
http://www.wikidata.org/entity/Q30274419	Japan Society for Laser Surgery and Medicine	10.2530
http://www.wikidata.org/entity/Q3618856	Oman Medical Journal	10.5001
http://www.wikidata.org/entity/Q30298790	Associação Brasileira de Estudos de Defesa	10.26792
http://www.wikidata.org/entity/Q3666468	University of Dohuk	10.26682
http://www.wikidata.org/entity/Q6156490	International University of La Rioja	10.22550
http://www.wikidata.org/entity/Q5202300	Scientific University of the South	10.21142
http://www.wikidata.org/entity/Q1450490	Koya University	10.14500
http://www.wikidata.org/entity/Q465165	American Institute of Aeronautics and Astronautics	10.2514
http://www.wikidata.org/entity/Q6543155	Liceo de Cagayan University	10.7828
http://www.wikidata.org/entity/Q4407710	St. Petersburg Institute for Informatics and Automation	10.15622
http://www.wikidata.org/entity/Q30262833	Korea Research Institute for Human Settlements	10.15793
http://www.wikidata.org/entity/Q4996840	Bulletin of Marine Science	10.5343
http://www.wikidata.org/entity/Q7751551	The Minerals, Metals & Materials Society	10.7449
http://www.wikidata.org/entity/Q5014120	CSIRO Publishing	10.1071
http://www.wikidata.org/entity/Q1325925	Geoscience Australia	10.11636
http://www.wikidata.org/entity/Q21010939	Q21010939	10.20937
http://www.wikidata.org/entity/Q18411021	Cancer Research and Treatment	10.4143
http://www.wikidata.org/entity/Q30296678	Korean Cancer Association	10.4143
http://www.wikidata.org/entity/Q7374339	Royal Institution of Naval Architects	10.3940
http://www.wikidata.org/entity/Q12204548	University of Nawroz	10.25007
http://www.wikidata.org/entity/Q10387884	Q10387884	10.18379
http://www.wikidata.org/entity/Q10400518	Q10400518	10.21524
http://www.wikidata.org/entity/Q33122094	Korean Breast Cancer Society	10.14449
http://www.wikidata.org/entity/Q12523409	Muria Kudus University	10.24176
http://www.wikidata.org/entity/Q12622929	Korea Basic Science Institute	10.5355
http://www.wikidata.org/entity/Q30266767	Instituto Agronômico de Pernambuco	10.12661
http://www.wikidata.org/entity/Q7783819	Thiagarajar School of Management	10.23837
http://www.wikidata.org/entity/Q27724132	The international journal of alcohol and drug research	10.7895
http://www.wikidata.org/entity/Q6484449	Landes Bioscience	10.4161
http://www.wikidata.org/entity/Q787234	Swinburne University of Technology	10.7790
http://www.wikidata.org/entity/Q6048890	International Burch University	10.14706
http://www.wikidata.org/entity/Q1277357	Edinburgh Napier University	10.14297
http://www.wikidata.org/entity/Q5029090	Can Tho University	10.22144
http://www.wikidata.org/entity/Q5202348	University of Piura	10.26441
http://www.wikidata.org/entity/Q4450874	Tambov State Technical University	10.17277
http://www.wikidata.org/entity/Q7892216	United States Sports Academy	10.17682
http://www.wikidata.org/entity/Q4469637	Uzhhorod National University	10.24144
http://www.wikidata.org/entity/Q11508633	Japan Society for Occupational Health	10.1539
http://www.wikidata.org/entity/Q12073557	Zoological Survey of India	10.26515
http://www.wikidata.org/entity/Q30297324	California Institute for Human Science	10.2742
http://www.wikidata.org/entity/Q2038878	Pontifical Bolivarian University	10.18566
http://www.wikidata.org/entity/Q781371	Australian Catholic University	10.24268
http://www.wikidata.org/entity/Q758847	Audio Engineering Society	10.17743
http://www.wikidata.org/entity/Q26842836	Journal of biomedical research	10.7555
http://www.wikidata.org/entity/Q3445232	Faculty of Humanities and Social Sciences, University of Zagreb	10.17234
http://www.wikidata.org/entity/Q1473615	Kent State University	10.21038
http://www.wikidata.org/entity/Q27991323	Roskilde University Library	10.19154
http://www.wikidata.org/entity/Q30289541	Canadian Science Publishing	10.1139
http://www.wikidata.org/entity/Q6082806	Bezmiâlem Foundation University	10.14235
http://www.wikidata.org/entity/Q1708210	Princeton University Press	10.23943
http://www.wikidata.org/entity/Q17069066	Institute for Mediterranean Studies	10.18218
http://www.wikidata.org/entity/Q7432498	School of Management Sciences, Varanasi	10.21844
http://www.wikidata.org/entity/Q1936351	American Society of Plant Taxonomists	10.1600
http://www.wikidata.org/entity/Q4346127	The Japanese Society for Artificial Intelligence	10.1527
http://www.wikidata.org/entity/Q19654730	Bioscientifica	10.1530
http://www.wikidata.org/entity/Q1467445	Novosibirsk State Technical University	10.17212
http://www.wikidata.org/entity/Q10372607	Sociedade Brasileira de Geologia	10.25249
http://www.wikidata.org/entity/Q15753347	Journal of the Pakistan Dental Association	10.25301
http://www.wikidata.org/entity/Q24706265	SCIENCEDOMAIN international	10.9734
http://www.wikidata.org/entity/Q27621	Saint Petersburg State University	10.18199
http://www.wikidata.org/entity/Q27621	Saint Petersburg State University	10.21638
http://www.wikidata.org/entity/Q12523418	Universitas Negeri Yogyakarta	10.21831
http://www.wikidata.org/entity/Q3677154	Q3677154	10.19119
http://www.wikidata.org/entity/Q661971	Universidad Católica de Santiago de Guayaquil	10.23878
http://www.wikidata.org/entity/Q4406398	Samara State University of Architecture and Civil Engineering	10.17673
http://www.wikidata.org/entity/Q39046320	International Association for the Study of Popular Music	10.5429
http://www.wikidata.org/entity/Q861888	Oregon State University	10.5399
http://www.wikidata.org/entity/Q2248856	School of Advanced Study	10.14296
http://www.wikidata.org/entity/Q15075202	Q15075202	10.21803
http://www.wikidata.org/entity/Q626534	Academy of Korean Studies	10.25024
http://www.wikidata.org/entity/Q3508593	Northwestern University Press	10.5192
http://www.wikidata.org/entity/Q6067087	Q6067087	10.17819
http://www.wikidata.org/entity/Q2120867	Rambam Health Care Campus	10.5041
http://www.wikidata.org/entity/Q7894844	University Of Energy And Natural Resources	10.26796
http://www.wikidata.org/entity/Q12788741	Faculty of Physical Education and Sport	10.5550
http://www.wikidata.org/entity/Q12788741	Faculty of Physical Education and Sport	10.7752
http://www.wikidata.org/entity/Q2333068	Q2333068	10.1347
http://www.wikidata.org/entity/Q5917115	Q5917115	10.25057
http://www.wikidata.org/entity/Q4743021	American Association for Clinical Chemistry	10.1373
http://www.wikidata.org/entity/Q20013100	Anales de la Facultad de Medicina	10.25184
http://www.wikidata.org/entity/Q6888709	Modern Humanities Research Association	10.5699
http://www.wikidata.org/entity/Q30270956	British Small Animal Veterinary Association	10.22233
http://www.wikidata.org/entity/Q5251426	Defense Technical Information Center	10.21236
http://www.wikidata.org/entity/Q4064247	American Vacuum Society	10.1116
http://www.wikidata.org/entity/Q11992400	Norwegian Nurses Organisation	10.4220
http://www.wikidata.org/entity/Q12486661	National Institute of Technology	10.26760
http://www.wikidata.org/entity/Q6049503	International Community for Auditory Display	10.21785
http://www.wikidata.org/entity/Q2374234	Academy of Christian Humanism University	10.25074
http://www.wikidata.org/entity/Q5326755	Early Theatre	10.12745
http://www.wikidata.org/entity/Q6050682	International Free and Open Source Software Law Review	10.5033
http://www.wikidata.org/entity/Q10286317	Q10286317	10.6061
http://www.wikidata.org/entity/Q15749822	Erasmus Journal for Philosophy and Economics	10.23941
http://www.wikidata.org/entity/Q251266	SAGE Publications	10.1177
http://www.wikidata.org/entity/Q10317949	Q10317949	10.18364
http://www.wikidata.org/entity/Q6156370	Bernardo O'Higgins University	10.23854
http://www.wikidata.org/entity/Q42317858	Amity University, Gurgaon	10.24942
http://www.wikidata.org/entity/Q30270919	American Academy of Audiology	10.3766
http://www.wikidata.org/entity/Q16893694	Krylov State Research Center	10.24937
http://www.wikidata.org/entity/Q941806	University of Castile-La Mancha	10.18239
http://www.wikidata.org/entity/Q2997535	Cornell Lab of Ornithology	10.2173
http://www.wikidata.org/entity/Q3668446	University of Kurdistan – Hawler	10.25079
http://www.wikidata.org/entity/Q2448947	Transcript Verlag	10.14361
http://www.wikidata.org/entity/Q30285701	American Fisheries Society	10.1577
http://www.wikidata.org/entity/Q15212076	Crow Canyon Archaeological Center	10.24832
http://www.wikidata.org/entity/Q6049892	International Council for Traditional Music	10.5921
http://www.wikidata.org/entity/Q30269743	COPD Foundation	10.15326
http://www.wikidata.org/entity/Q2520244	Botanical Society of America	10.3732
http://www.wikidata.org/entity/Q2496161	Singidunum University	10.15308
http://www.wikidata.org/entity/Q4745013	American Society for Clinical Laboratory Science	10.29074
http://www.wikidata.org/entity/Q14753462	Q14753462	10.24322
http://www.wikidata.org/entity/Q2843522	Finnish Literature Society	10.21435
http://www.wikidata.org/entity/Q2779762	Grigore T. Popa University of Medicine and Pharmacy	10.22551
http://www.wikidata.org/entity/Q7163300	Penn State University Press	10.5325
http://www.wikidata.org/entity/Q4818896	Atypon	10.2211
http://www.wikidata.org/entity/Q1966926	National Association of School Psychologists	10.17105
http://www.wikidata.org/entity/Q3666590	Hawler Medical University	10.15218
http://www.wikidata.org/entity/Q5469091	Forest Research Institute Malaysia	10.26525
http://www.wikidata.org/entity/Q7373980	Royal College of General Practitioners	10.3399
http://www.wikidata.org/entity/Q5025265	Cambria Press	10.15239
http://www.wikidata.org/entity/Q9633833	Q9633833	10.14488
http://www.wikidata.org/entity/Q6778890	Mary Ann Liebert, Inc.	10.1089
http://www.wikidata.org/entity/Q2495679	Chapingo Autonomous University	10.5154
http://www.wikidata.org/entity/Q1756541	Vytautas Magnus University	10.7220
http://www.wikidata.org/entity/Q163255	Botanic Garden and Botanical Museum Berlin-Dahlem	10.3372
http://www.wikidata.org/entity/Q30257335	Cherkasy State Technological University	10.24025
http://www.wikidata.org/entity/Q30259595	Japanese Society of Physiological Anthropology	10.2114
http://www.wikidata.org/entity/Q18627917	Q18627917	10.18862
http://www.wikidata.org/entity/Q24232675	Princeton Theological Seminary Library	10.3754
http://www.wikidata.org/entity/Q17082766	PES University	10.21842
http://www.wikidata.org/entity/Q6295696	Journal of Orthopaedic & Sports Physical Therapy	10.2519
http://www.wikidata.org/entity/Q769416	Australian Museum	10.3853
http://www.wikidata.org/entity/Q1145731	University of Technology Sydney	10.5130
http://www.wikidata.org/entity/Q7235603	Poultry Science Association	10.3382
http://www.wikidata.org/entity/Q7896370	University of Surabaya	10.24123
http://www.wikidata.org/entity/Q5972920	IOS Press	10.3233
http://www.wikidata.org/entity/Q463305	American Academy of Pediatrics	10.1542
http://www.wikidata.org/entity/Q2920594	Mycological Society of America	10.3852
http://www.wikidata.org/entity/Q741563	Poznan University of Medical Sciences	10.20883
http://www.wikidata.org/entity/Q1146531	Proceedings of the National Academy of Sciences of the United States of America	10.1073
http://www.wikidata.org/entity/Q30297161	Croatian Geological Survey	10.4154
http://www.wikidata.org/entity/Q27724388	Malaysian Journal of Microbiology	10.21161
http://www.wikidata.org/entity/Q15817903	Oecologia Australis	10.4257
http://www.wikidata.org/entity/Q1742058	King Mongkut's University of Technology North Bangkok	10.14416
http://www.wikidata.org/entity/Q6971939	National Council of Teachers of Mathematics	10.5951
http://www.wikidata.org/entity/Q28674739	Nofer Institute of Occupational Medicine	10.13075
http://www.wikidata.org/entity/Q3268621	Federal Reserve Bank of Dallas	10.24149
http://www.wikidata.org/entity/Q10279265	Q10279265	10.11602
http://www.wikidata.org/entity/Q17111911	Journal of Special Education and Rehabilitation	10.19057
http://www.wikidata.org/entity/Q7896633	University of Wisconsin Press	10.3368
http://www.wikidata.org/entity/Q465726	American Meteorological Society	10.1175
http://www.wikidata.org/entity/Q5474320	Foundation Center	10.15868
http://www.wikidata.org/entity/Q3481997	Agricultural University of Iceland	10.16886
http://www.wikidata.org/entity/Q1294197	Military University Nueva Granada	10.18359
http://www.wikidata.org/entity/Q7067996	Nuclear Receptor Signaling Atlas	10.1621
http://www.wikidata.org/entity/Q29186483	Brazilian Association of Population Studies	10.20947
http://www.wikidata.org/entity/Q4744616	American Osteopathic Association	10.7556
http://www.wikidata.org/entity/Q9175531	Q9175531	10.12657
http://www.wikidata.org/entity/Q11712950	Educational Research Institute	10.24131
http://www.wikidata.org/entity/Q7894273	Universidad Externado de Colombia	10.18601
http://www.wikidata.org/entity/Q30285086	Industrial Research Institute for Automation and Measurements	10.14313
http://www.wikidata.org/entity/Q19908058	Institute of Biomedical Chemistry	10.18097
http://www.wikidata.org/entity/Q4383730	Federal Reserve Bank of St. Louis	10.20955
http://www.wikidata.org/entity/Q1813899	Mathematical Association of America	10.4169
http://www.wikidata.org/entity/Q1637611	Palacký University	10.5507
http://www.wikidata.org/entity/Q18148801	American Association of Clinical Endocrinologists	10.4158
http://www.wikidata.org/entity/Q15767508	Symmetry: culture and science	10.26830
http://www.wikidata.org/entity/Q12719270	Bergen University Library	10.15845
http://www.wikidata.org/entity/Q192964	Istanbul University	10.26650
http://www.wikidata.org/entity/Q5124809	Ciência e Cultura	10.21800
http://www.wikidata.org/entity/Q5124809	Ciência e Cultura	10.22170
http://www.wikidata.org/entity/Q2508394	Rajiv Gandhi University of Health Sciences	10.26463
http://www.wikidata.org/entity/Q30289398	One Earth Future Foundation	10.18289
http://www.wikidata.org/entity/Q965251	Federal Reserve Bank of Chicago	10.21033
http://www.wikidata.org/entity/Q15753897	Tokyo Journal of Mathematics	10.3836
http://www.wikidata.org/entity/Q829169	University of the French West Indies and Guiana	10.4180
http://www.wikidata.org/entity/Q110587	Royal Irish Academy	10.3318
http://www.wikidata.org/entity/Q5918258	Q5918258	10.18234
http://www.wikidata.org/entity/Q27723566	Dental hypotheses	10.5436
http://www.wikidata.org/entity/Q1916610	Medical University of Lublin	10.12923
http://www.wikidata.org/entity/Q6156785	Q6156785	10.22395
http://www.wikidata.org/entity/Q12523395	Muhammadiyah University of Metro	10.24127
http://www.wikidata.org/entity/Q6051458	International Journal of Kurdish Studies	10.21600
http://www.wikidata.org/entity/Q2037040	University of Alicante	10.7821
http://www.wikidata.org/entity/Q30264837	American College of Veterinary Pathologists	10.1354
http://www.wikidata.org/entity/Q496967	Alliance of Small Island States	10.4102
http://www.wikidata.org/entity/Q238101	University of Minnesota	10.24926
http://www.wikidata.org/entity/Q3997334	Our Lady of the Rosary University	10.12804
http://www.wikidata.org/entity/Q7804	International Monetary Fund	10.5089
http://www.wikidata.org/entity/Q11390275	Japan Society of Acupuncture and Moxibustion	10.3777
http://www.wikidata.org/entity/Q10302474	Instituto Federal de Educação, Ciência e Tecnologia Catarinense	10.21166
http://www.wikidata.org/entity/Q4201801	Institute of Philosophy	10.21146
http://www.wikidata.org/entity/Q15734672	New Labor Forum	10.4179
http://www.wikidata.org/entity/Q6048336	International Association for Near-Death Studies	10.17514
http://www.wikidata.org/entity/Q4826836	Autonomous University of Tamaulipas	10.29059
http://www.wikidata.org/entity/Q923610	Pontifícia Universidade Católica de Minas Gerais	10.5752
http://www.wikidata.org/entity/Q4828888	Avinashilingam Institute for Home Science and Higher Education for Women	10.21048
http://www.wikidata.org/entity/Q10279657	Faculdades EST	10.22351
http://www.wikidata.org/entity/Q7894376	Federal University of Pelotas	10.15210
http://www.wikidata.org/entity/Q27726987	International journal of advanced research	10.21474
http://www.wikidata.org/entity/Q3520756	The Endocrine Society	10.1210
http://www.wikidata.org/entity/Q4697462	Aino University	10.6059
http://www.wikidata.org/entity/Q9395029	Q9395029	10.26485
http://www.wikidata.org/entity/Q5202383	Universidad Nacional Federico Villarreal	10.24039
http://www.wikidata.org/entity/Q17143569	Montenegrin Sports Academy	10.26773
http://www.wikidata.org/entity/Q5664628	Harrington Park Press	10.17312
http://www.wikidata.org/entity/Q4064243	Acoustical Society of America	10.1121
http://www.wikidata.org/entity/Q7894243	Universidad Autónoma de la Ciudad de México	10.29092
http://www.wikidata.org/entity/Q7959508	Wageningen Academic Publishers	10.22434
http://www.wikidata.org/entity/Q7959508	Wageningen Academic Publishers	10.3920
http://www.wikidata.org/entity/Q15749742	The Irish Journal of French Studies	10.7173
http://www.wikidata.org/entity/Q11546794	Japanese Association for Oral Biology	10.2330
http://www.wikidata.org/entity/Q29052690	Fundación Universitaria Juan N. Corpas	10.26752
http://www.wikidata.org/entity/Q30272992	Society of Urologic Nurses and Associates	10.7257
http://www.wikidata.org/entity/Q15068371	Oslo and Akershus University College of Applied Sciences	10.7577
http://www.wikidata.org/entity/Q30264642	International Plant Nutrition Institute	10.24047
http://www.wikidata.org/entity/Q27725476	International journal of biosciences	10.12692
http://www.wikidata.org/entity/Q18419641	PAGEPress (Italy)	10.4081
http://www.wikidata.org/entity/Q22666524	ScienceOpen	10.14293
http://www.wikidata.org/entity/Q1936599	Mineralogical Society of America	10.2138
http://www.wikidata.org/entity/Q4874546	Baikal State University	10.17150
http://www.wikidata.org/entity/Q5030180	Canadian Institute of Geomatics	10.5623
http://www.wikidata.org/entity/Q5146838	College of Science – University of Baghdad	10.24996
http://www.wikidata.org/entity/Q30257660	Far Eastern State Agrarian University	10.22450
http://www.wikidata.org/entity/Q4745020	American Society for Enology and Viticulture	10.5344
http://www.wikidata.org/entity/Q11508718	Q11508718	10.5692
http://www.wikidata.org/entity/Q810771	Bates College	10.26780
http://www.wikidata.org/entity/Q44621407	Progress in Geography	10.18306
http://www.wikidata.org/entity/Q30258041	Historians of Netherlandish Art	10.5092
http://www.wikidata.org/entity/Q6039521	Institute for Operations Research and the Management Sciences	10.1287
http://www.wikidata.org/entity/Q1150105	University of Tennessee	10.7290
http://www.wikidata.org/entity/Q2843019	American Society of Clinical Oncology	10.1200
http://www.wikidata.org/entity/Q2123860	R. Oldenbourg Verlag	10.1524
http://www.wikidata.org/entity/Q4081731	Belgorod University of Cooperation, Economics and Law	10.21295
http://www.wikidata.org/entity/Q12523325	Q12523325	10.25157
http://www.wikidata.org/entity/Q3186930	Journal of New Materials for Electrochemical Systems	10.14447
http://www.wikidata.org/entity/Q5030186	Canadian Institute of Public Health Inspectors	10.5864
http://www.wikidata.org/entity/Q16932025	Society for Cultural Anthropology	10.14506
http://www.wikidata.org/entity/Q16167194	Korea Institute of Sport Science	10.24985
http://www.wikidata.org/entity/Q578870	Government of Navarra	10.23938
http://www.wikidata.org/entity/Q4745035	American Society for Photogrammetry and Remote Sensing	10.14358
http://www.wikidata.org/entity/Q12522876	Universitas Pesantren Tinggi Darul 'Ulum	10.26594
http://www.wikidata.org/entity/Q265866	National University of the Littoral	10.14409
http://www.wikidata.org/entity/Q2586159	Aranzadi Science Society	10.21630
http://www.wikidata.org/entity/Q30259649	Institute of Applied Ecology	10.18470
http://www.wikidata.org/entity/Q4127526	All Russia Petroleum Research Exploration Institute	10.17353
http://www.wikidata.org/entity/Q4044808	NACE International	10.5006
http://www.wikidata.org/entity/Q7732201	The Energy and Resources Institute	10.18329
http://www.wikidata.org/entity/Q1499025	Mathematical Society of Japan	10.1619
http://www.wikidata.org/entity/Q1499025	Mathematical Society of Japan	10.2969
http://www.wikidata.org/entity/Q1499025	Mathematical Society of Japan	10.4099
http://www.wikidata.org/entity/Q30257642	MGIMO University	10.24833
http://www.wikidata.org/entity/Q6081858	Politécnico Grancolombiano	10.15765
http://www.wikidata.org/entity/Q4809778	Association of Environmental & Engineering Geologists	10.21663
http://www.wikidata.org/entity/Q30261053	Institute of Industrial Organic Chemistry	10.22211
http://www.wikidata.org/entity/Q18416593	Q18416593	10.11138
http://www.wikidata.org/entity/Q17074431	Pediatric Oncall	10.7199
http://www.wikidata.org/entity/Q3551806	National Agrarian University	10.21704
http://www.wikidata.org/entity/Q26842568	The western journal of emergency medicine	10.5811
http://www.wikidata.org/entity/Q10980312	Kuningan University	10.25134
http://www.wikidata.org/entity/Q16211981	Yukon College	10.22584
http://www.wikidata.org/entity/Q10302600	Q10302600	10.20395
http://www.wikidata.org/entity/Q11509362	Japanese Society of Snow and Ice	10.5331
http://www.wikidata.org/entity/Q15751103	Chinese Journal of Mechanical Engineering	10.3901
http://www.wikidata.org/entity/Q15734650	Notre Dame Journal of Formal Logic	10.1305
http://www.wikidata.org/entity/Q497510	International AIDS Society	10.7448
http://www.wikidata.org/entity/Q3654987	Canadian Institute of Mining, Metallurgy and Petroleum	10.15834
http://www.wikidata.org/entity/Q15756462	Borrowers and Lenders: the journal of Shakespeare and appropriation	10.18274
http://www.wikidata.org/entity/Q1658883	University of Białystok	10.15290
http://www.wikidata.org/entity/Q30288737	Society for Biomedical Diabetes Research	10.1900
http://www.wikidata.org/entity/Q7072722	OMICS Publishing Group	10.4172
http://www.wikidata.org/entity/Q30265797	Japanese Urological Association	10.5980
http://www.wikidata.org/entity/Q15764100	Turkish Online Journal of Distance Education	10.17718
http://www.wikidata.org/entity/Q536512	James Cook University	10.25120
http://www.wikidata.org/entity/Q4806875	Asia–Pacific Research Center	10.21196
http://www.wikidata.org/entity/Q3291440	Universidad Católica del Uruguay	10.22235
http://www.wikidata.org/entity/Q4219242	Kemerovo State University	10.21603
http://www.wikidata.org/entity/Q42262	European Space Agency	10.5270
http://www.wikidata.org/entity/Q7813868	Tokyo Dental College	10.2209
http://www.wikidata.org/entity/Q19521853	Autonomous Latin American University	10.24142
http://www.wikidata.org/entity/Q5669458	National Institute of Investigation and Agrary Technology and Alimentary	10.5424
http://www.wikidata.org/entity/Q30263234	Gorbatov's All-Russian Meat Research Institute	10.21323
http://www.wikidata.org/entity/Q16999402	Yong Loo Lin School of Medicine	10.29060
http://www.wikidata.org/entity/Q2306715	Bogor Agricultural University	10.4308
http://www.wikidata.org/entity/Q538452	Babeș-Bolyai University	10.24193
http://www.wikidata.org/entity/Q3067794	Pedagogical and Technological University of Colombia	10.19053
http://www.wikidata.org/entity/Q4201599	Institute of Continuous Media Mechanics	10.7242
http://www.wikidata.org/entity/Q12486123	Q12486123	10.22515
http://www.wikidata.org/entity/Q7895617	University of La Sabana	10.5294
http://www.wikidata.org/entity/Q1258413	University of Antioquia	10.17533
http://www.wikidata.org/entity/Q5535313	Geological Society of South Africa	10.25131
http://www.wikidata.org/entity/Q5734894	University of Life Sciences in Lublin	10.24326
http://www.wikidata.org/entity/Q28677594	Q28677594	10.21472
http://www.wikidata.org/entity/Q6014333	Q6014333	10.26561
http://www.wikidata.org/entity/Q26832911	Czech Academy of Agricultural Sciences	10.17221
http://www.wikidata.org/entity/Q12110286	Borys Grinchenko Kyiv University	10.28925
http://www.wikidata.org/entity/Q15760372	Rural and Remote Health	10.22605
http://www.wikidata.org/entity/Q7894282	Universidad Juárez Autónoma de Tabasco	10.19136
http://www.wikidata.org/entity/Q742494	Tomsk State University	10.17223
http://www.wikidata.org/entity/Q11136363	Karabük University	10.7596
http://www.wikidata.org/entity/Q6742002	Malaysian Palm Oil Board	10.21894
http://www.wikidata.org/entity/Q30296487	Russian Foundation for Basic Research	10.22204
http://www.wikidata.org/entity/Q2997531	Cornell University Press	10.7591
http://www.wikidata.org/entity/Q1817355	Lviv Polytechnic	10.23939
http://www.wikidata.org/entity/Q15754331	Journal of Medical Investigation	10.18827
http://www.wikidata.org/entity/Q4671528	Academy of Science of South Africa	10.17159
http://www.wikidata.org/entity/Q18484212	University Center of Maringá	10.17765
http://www.wikidata.org/entity/Q6809808	Mehran University of Engineering and Technology	10.22581
http://www.wikidata.org/entity/Q6049079	International Centre for Diffraction Data	10.1154
http://www.wikidata.org/entity/Q4745070	American Society of Consultant Pharmacists	10.4140
http://www.wikidata.org/entity/Q7895804	University of Minnesota Press	10.5749
http://www.wikidata.org/entity/Q5530736	Gemmological Association of Great Britain	10.15506
http://www.wikidata.org/entity/Q11508370	The Japanese Society of Periodontology	10.2329
http://www.wikidata.org/entity/Q3847505	Universidade Federal do Rio Grande do Norte	10.21680
http://www.wikidata.org/entity/Q15764882	Puhe ja Kieli	10.23997
http://www.wikidata.org/entity/Q465900	American Oil Chemists' Society	10.21748
http://www.wikidata.org/entity/Q4398106	Russian New University	10.12710
http://www.wikidata.org/entity/Q2249890	Society of Petroleum Engineers	10.2118
http://www.wikidata.org/entity/Q6818526	Mercu Buana University	10.22441
http://www.wikidata.org/entity/Q3512091	Telos	10.3817
http://www.wikidata.org/entity/Q10279540	Faculdade de Medicina de São José do Rio Preto	10.17696
http://www.wikidata.org/entity/Q178200	Klaipėda University	10.13079
http://www.wikidata.org/entity/Q7757639	The Policy Press	10.1332
http://www.wikidata.org/entity/Q16094637	National Institute of Biological Resources	10.12651
http://www.wikidata.org/entity/Q1341845	European Bioinformatics Institute	10.6019
http://www.wikidata.org/entity/Q2387454	National Aviation University	10.18372
http://www.wikidata.org/entity/Q972553	Universidad Autónoma Metropolitana	10.24275
http://www.wikidata.org/entity/Q7426174	Sathyabama University	10.18000
http://www.wikidata.org/entity/Q7432423	School of Dental Medicine, University of Zagreb	10.15644
http://www.wikidata.org/entity/Q369839	University of Szeged	10.14232
http://www.wikidata.org/entity/Q5961247	Hypothes.is	10.25010
http://www.wikidata.org/entity/Q4823466	Australasian Society for Computers in Learning in Tertiary Education	10.14742
http://www.wikidata.org/entity/Q6041369	Instituto Mexicano de Ejecutivos de Finanzas	10.21919
http://www.wikidata.org/entity/Q2151478	Orenburg State University	10.25198
http://www.wikidata.org/entity/Q7895937	University of North Carolina Press	10.5149
http://www.wikidata.org/entity/Q29472268	Brazilian Society of Cardiovascular Surgery	10.21470
http://www.wikidata.org/entity/Q6970107	National Academies Press	10.17226
http://www.wikidata.org/entity/Q1191051	International Food Policy Research Institute	10.2499
http://www.wikidata.org/entity/Q805777	Immanuel Kant Baltic Federal University	10.5922
http://www.wikidata.org/entity/Q6130869	Sociedad Española de Paleontología	10.18790
http://www.wikidata.org/entity/Q6031190	information school	10.9776
http://www.wikidata.org/entity/Q4318650	Nizhny Novgorod State Pedagogical University	10.26795
http://www.wikidata.org/entity/Q4718999	Alexander Graham Bell Association for the Deaf and Hard of Hearing	10.17955
http://www.wikidata.org/entity/Q4745096	American Society of Nephrology	10.1681
http://www.wikidata.org/entity/Q4745096	American Society of Nephrology	10.2215
http://www.wikidata.org/entity/Q30257472	Kamchatka State Technical University	10.17217
http://www.wikidata.org/entity/Q10279509	Faculty of Arts of the University of Porto	10.21747
http://www.wikidata.org/entity/Q15750342	Asian Journal of Chemistry	10.14233
http://www.wikidata.org/entity/Q4824395	Australian Literary Studies	10.20314
http://www.wikidata.org/entity/Q30272699	Massage Therapy Foundation	10.3822
http://www.wikidata.org/entity/Q5005278	Bülent Ecevit University	10.5961
http://www.wikidata.org/entity/Q5275151	Dietitians of Canada	10.3148
http://www.wikidata.org/entity/Q3488448	Atomic Energy Society of Japan	10.15669
http://www.wikidata.org/entity/Q3488448	Atomic Energy Society of Japan	10.3327
http://www.wikidata.org/entity/Q11507048	Japan Society for Laser Dentistry	10.5984
http://www.wikidata.org/entity/Q15764402	Journal of Internet Technology	10.5634
http://www.wikidata.org/entity/Q12268488	Udako Euskal Unibertsitatea	10.26876
http://www.wikidata.org/entity/Q3487625	American Physiological Society	10.1152
http://www.wikidata.org/entity/Q6978839	National Tax Association	10.17310
